100:01;A2r['  ]| <div2>Enter Chorus.
004:05;F3v[A  ]| Then rest thee Faustus quiet in$4$ conceit.  
004:05;F3v['  ]| He sits to$9$ sleepe. 
004:05;F3v['  ]| Enter the Horse-courser wet. 
004:05;F3v[T  ]| O what a cosening Doctor was this?  I riding my 
004:05;F3v[T  ]| horse into the water, thinking some hidden mystery had been 
004:05;F3v[T  ]| in$4$ the horse, I had nothing under me but a little straw, and 
004:05;F3v[T  ]| had much ado to$9$ escape drowning:  Well I will$1$ go rouse him,  
004:05;F3v[T  ]| and make him give me my forty Dollors again.  Ho sirra 
004:05;F3v[T  ]| Doctor, you cosoning scab; Maister Doctor awake, and rise, 
004:05;F3v[T  ]| and give me my mony again, for$4$ your horse is turned to$4$ a 
004:05;F3v[T  ]| bottle of Hay, ~~ Maister Doctor.  
004:05;F3v['  ]| He puls off his leg. 
004:05;F3v[T  ]| Alas I am vndone, what shall I do?  I have puld off his leg.  
004:05;F3v[A  ]| O help, help, the villaine hath murder'd me.  
004:05;F3v[T  ]| Murder or not murder, now he has but one leg, 
004:05;F3v[T  ]| I will$1$ out-run him, and cast this leg into some ditch or other. 
004:05;F3v[A  ]| Stop him, stop him, stop him ~~ ha, ha, ha, Faustus 
004:05;F3v[A  ]| hath his leg again, and the Horse-courser a bundle of hay 
004:05;F3v[A  ]| for$4$ his forty Dollors.  
004:05;F3v['  ]| Enter Wagner. 
004:05;F3v[A  ]| How now Wagner what newes with thee?  
004:05;F3v[B  ]| If it please you, the Duke of Vanholt doth earnestly 
004:05;F3v[B  ]| entreate your company, and hath sent some of his men to$9$ 
004:05;F3v[B  ]| attend you with prouision fit for$4$ your iourney.  
004:05;F4r[A  ]| The Duke of Vanholt is an honourable Gentleman, 
004:05;F4r[A  ]| and one to$4$ whom I must be no$2$ niggard of my cunning; 
004:05;F4r[A  ]| Come away.  
004:05;F4r['  ]| Exeunt. 
004:06;F4r['  ]| Enter Clowne, Dick, Horse-courser, and a Carter. 
004:06;F4r[WP ]| Come my Maisters, I will$1$ bring you to$4$ the best beere  
004:06;F4r[WP ]| in$4$ Europe, what ho, Hostis; where be these Whores?  
004:06;F4r['  ]| Enter Hostis. 
004:06;F4r[VA ]| How now, what lacke you?  What my old Guesse 
004:06;F4r[VA ]| welcome.  
004:06;F4r[G  ]| Sirra Dick, dost thou know why I stand so$5#1$ mute?  
004:06;F4r[M  ]| No$7$ Robin, why is it?  
004:06;F4r[G  ]| I am eighteene pence on$4$ the score, but say nothing, 
004:06;F4r[G  ]| see if she have forgotten me.  
004:06;F4r[VA ]| Who$6#2$ is this, that$6#2$ stands so$5#1$ solemnly by$4$ himself:  
004:06;F4r[VA ]| what my old Guest?  
004:06;F4r[G  ]| O Hostisse how do you?  I hope my score stands still.  
004:06;F4r[VA ]| Aye there is no$2$ doubt of that$6#2$, for$4$ methinks you make  
004:06;F4r[VA ]| no$2$ hast to$9$ wipe it out.  
004:06;F4r[M  ]| Why Hostesse, I say, fetch us$6#2$ some Beere.  
004:06;F4r[VA ]| You shall presently:  look up$5$ into the hall there ho.  
004:06;F4r['  ]| Exit. 
004:06;F4r[M  ]| Come sirs, what shall we$6#2$ do now till mine Hostesse 
004:06;F4r[M  ]| comes?  
004:06;F4r[WO ]| Marry sir, I will$1$ tell you the brauest tale how a Coniurer 
004:06;F4r[WO ]| seru'd me; you know Doctor Fauster.  
004:06;F4r[T  ]| Aye, a plague take him, here is some of us$6#2$ have cause 
004:06;F4r[T  ]| to$9$ know him; did he coniure thee too?  
004:06;F4r[WP ]| I will$1$ tell you how he seru'd me:  As I was going to$4$ 
004:06;F4r[WP ]| Wittenberge the other day, with a loade of Hay, he met me, 
004:06;F4r[WP ]| and asked me what he should give me for$4$ as much Hay as he 
004:06;F4r[WP ]| could eate; now sir, I thinking that$3$ a little would serue his 
004:06;F4r[WP ]| turne, bad him take as much as he would for$4$ three-farthings; 
004:06;F4r[WP ]| so$3$ he presently gaue me my money, and fell to$4$ eating; and as I 
004:06;F4r[WP ]| am a cursen man, he <reg orig="neuer">never</reg> left eating, till he had eate up$5$ all 
004:06;F4r[WP ]| my loade of hay.  
004:06;F4r[X  ]| O monstrous, eate a whole load of Hay!  
004:06;F4v[G  ]| Yes, yes, that$6#2$ may be; for$4$ I have heard of one, that$6#1$ 
004:06;F4v[G  ]| has eate a load of logges.  
004:06;F4v[T  ]| Now sirs, you shall hear how villanously he seru'd 
004:06;F4v[T  ]| me:  I went to$4$ him yesterday to$9$ buy a horse of him, and he 
004:06;F4v[T  ]| would by$4$ no$2$ meanes sell him under 40 Dollors; so$3$ sir, because 
004:06;F4v[T  ]| I knew him to$9$ be such a horse, as would run over hedge and 
004:06;F4v[T  ]| ditch, and <reg orig="neuer">never</reg> tyre, I gaue him his money; so$3$ when I had 
004:06;F4v[T  ]| my horse, Doctor Fauster bad me ride him night and day, and 
004:06;F4v[T  ]| spare him no$2$ time; but, quoth he, in$4$ any case ride him not into 
004:06;F4v[T  ]| the water.  Now sir, I thinking the horse had had some  
004:06;F4v[T  ]| quality that$6#1$ he would not have me know of, what did I but 
004:06;F4v[T  ]| ride him into a great riuer, and when I came iust in$4$ the midst 
004:06;F4v[T  ]| my horse vanisht away, and I sate stradding upon$4$ a bottle 
004:06;F4v[T  ]| of Hay.  
004:06;F4v[X  ]| O braue Doctor.  
004:06;F4v[T  ]| But you shall hear how brauely I seru'd him for$4$ 
004:06;F4v[T  ]| it; I went me home to$4$ his house, and there I found him 
004:06;F4v[T  ]| asleepe; I kept a*hallowing and whooping in$4$ his eares, but 
004:06;F4v[T  ]| all could not wake him: I seeing that$6#2$, tooke him by$4$ the leg, 
004:06;F4v[T  ]| and <reg orig="neuer">never</reg> rested pulling, till I had pul'd me his leg quite off, 
004:06;F4v[T  ]| and now it is at home in$4$ mine Hostry.  
004:06;F4v[G  ]| And has the Doctor but one leg then?  that$6#2$ is excellent, 
004:06;F4v[G  ]| for$3$ one of his deuils turn'd me, into the likenesse of an 
004:06;F4v[G  ]| Apes face.  
004:06;F4v[WP ]| Some more drinke Hostesse.  
004:06;F4v[G  ]| Hearke you, we$6#2$ will$1$ into another roome and drinke 
004:06;F4v[G  ]| a while, and then we$6#2$ will$1$ go seeke out the Doctor.  
004:06;F4v['  ]| Exeunt omnes.  
004:07;F4v['  ]| Enter the Duke of Vanholt; his Dutches, 
004:07;F4v['  ]| Faustus, and Mephostophilis. 
004:07;F4v[Y  ]| Thankes Maister Doctor, for$4$ these pleasant sights, 
004:07;F4v[Y  ]| Nor know I how sufficiently to$9$ recompence your great deserts 
004:07;F4v[Y  ]| in$4$ erecting that$6#2$ inchanted Castle in$4$ the Aire:  the 
004:07;F4v[Y  ]| Sight whereof so$5#1$ delighted me, 
004:07;F4v[Y  ]| As nothing in$4$ the world could please me more.  
004:07;G1r[A  ]| I do think myself my good Lord, highly recompenced, 
004:07;G1r[A  ]| in$4$ that$3$ it pleaseth your grace to$9$ think but well of 
004:07;G1r[A  ]| that$6#2$ which$6#1$ Faustus hath performed.  But gratious Lady, it 
004:07;G1r[A  ]| may be, that$3$ you have taken no$2$ pleasure in$4$ those sights; 
004:07;G1r[A  ]| <reg orig="therefor">therefore</reg> I pray you tell me, what is the thing you most desire 
004:07;G1r[A  ]| to$9$ have, be it in$4$ the world, it shall be yours:  I have heard 
004:07;G1r[A  ]| that$3$ great*bellyed women, do long for$4$ things, are rare and 
004:07;G1r[A  ]| dainty.  
004:07;G1r[S  ]| True Maister Doctor, 
004:07;G1r[S  ]| and since I finde you so$5#1$ kind I will$1$ 
004:07;G1r[S  ]| make knowne unto you what my heart desires to$9$ 
004:07;G1r[S  ]| have, and were it now Summer, as it is Ianuary, a dead 
004:07;G1r[S  ]| time of the Winter, I would request no$2$ better meate, than 
004:07;G1r[S  ]| a dish of ripe grapes.  
004:07;G1r[A  ]| This is but a small matter:  Go Mephostophilis, away.  
004:07;G1r['  ]| Exit Mephosto. 
004:07;G1r[A  ]| Madam, I will$1$ do more than this for$4$ your content.  
004:07;G1r['  ]| Enter Mepho% agen with the grapes. 
004:07;G1r[A  ]| Here, now taste ye these, they should be good 
004:07;G1r[A  ]| For$3$ they come from a farre Contry I can tell you.  
004:07;G1r[Y  ]| This makes me wonder more than all the rest, that$3$
004:07;G1r[Y  ]| at this time of the yeare, when <reg orig="euery">every</reg> Tree is barren of his 
004:07;G1r[Y  ]| fruite, from whence you had these ripe grapes.  
004:07;G1r[A  ]| Please it your grace, the yeare is diuided into two 
004:07;G1r[A  ]| circles over the whole world, so$3$ that$3$ when it is Winter with 
004:07;G1r[A  ]| us$6#2$, in$4$ the contrary circle it is likewise Summer with them,  
004:07;G1r[A  ]| as in$4$ India, Saba, and such Countries that$6#1$ lye farre East, 
004:07;G1r[A  ]| where they have fruit twice a yeare.  From whence, by$4$ meanes  
004:07;G1r[A  ]| of a swift spirit that$6#1$ I have, I had these grapes brought as 
004:07;G1r[A  ]| you see.  
004:07;G1r[S  ]| And trust me, they are the sweetest grapes that$3$ 
004:07;G1r[S  ]| <reg orig="e're">ever</reg> I tasted.  
004:07;G1r['  ]| The Clowne bounce at the gate, within. 
004:07;G1v[Y  ]| What rude disturbers have we$6#1$ at the gate?  
004:07;G1v[Y  ]| Go pacifie their fury set it ope, 
004:07;G1v[Y  ]| And then demand of them, what they would have.  
004:07;G1v['  ]| They knocke again, and call out to$9$ talke with Faustus. 
004:07;G1v[WR ]| Why how now Maisters, what a coyle is 
004:07;G1v[WR ]| there?  What is the reason you disturbe the Duke?  
004:07;G1v[M  ]| We$6#2$ have no$2$ reason for$4$ it, therefore a fig for$4$ him.  
004:07;G1v[WR ]| Why saucy varlets, dare you be so$5#1$ bold.  
004:07;G1v[T  ]| I hope sir, we$6#2$ have wit enough to$9$ be more bold 
004:07;G1v[T  ]| than welcome.  
004:07;G1v[WR ]| It appeares so$5#2$, pray be bold else-where, 
004:07;G1v[WR ]| And trouble not the Duke.  
004:07;G1v[Y  ]| What would they have?  
004:07;G1v[WR ]| They all cry out to$9$ speak with Doctor Faustus.  
004:07;G1v[WR ]| Aye, and we$6#2$ will$1$ speak with him.  
004:07;G1v[Y  ]| Will$1$ you sir?  Commit the Rascals.  
004:07;G1v[M  ]| Commit with us$6#2$, he were as good commit with his 
004:07;G1v[M  ]| father, as commit with us$6#2$.  
004:07;G1v[A  ]| I do beseech your grace let them come in$5$, 
004:07;G1v[A  ]| They are good subiect for$4$ a merriment.  
004:07;G1v[Y  ]| Do as thou wilt Faustus, I give thee leaue.  
004:07;G1v[A  ]| I thanke your grace:  
004:07;G1v['  ]| Enter the Clowne, Dick, Carter, and 
004:07;G1v['  ]| Horse-courser. 
004:07;G1v[A  ]| Why, how now my good friends?  
004:07;G1v[A  ]| 'Faith you are too outragious, but come neere, 
004:07;G1v[A  ]| I have procur'd your pardons:  welcome all.  
004:07;G1v[G  ]| Nay sir, we$6#2$ will$1$ be wellcome for$4$ our$6#2$ mony, and 
004:07;G1v[G  ]| we$6#2$ will$1$ pay for$4$ what we$6#2$ take:  
100:04;A2V[U  ]| What ho, give us$6#2$ halfe a dosen 
004:07;G1v[G  ]| of Beere here, and be hang'd.  
004:07;G1v[A  ]| Nay, hearke you, can you tell me where you are?  
004:07;G1v[WP ]| Aye marry can I, we$6#2$ are under heauen.  
004:07;G1v[WR ]| Aye but sir sauce*box, know you in$4$ what place?  
004:07;G2r[T  ]| Aye, aye, the house is good enough to$9$ drink in$5$:  Zons 
004:07;G2r[T  ]| fill us$6#2$ some Beere, or we$6#2$ will$1$ breake 
100:04;A2V[U  ]| all the barrels in$4$ the house, 
004:07;G2r[T  ]| and dash out all your braines with your Bottles.  
004:07;G2r[A  ]| Be not so$5#1$ furious:  come you shall have Beere.  
004:07;G2r[A  ]| My Lord, beseech you give me leaue a while, 
004:07;G2r[A  ]| I will$1$ gage my credit, it will$1$ content your grace.  
004:07;G2r[Y  ]| With all my heart kind Doctor, please thyself, 
004:07;G2r[Y  ]| Our$6#1$ seruants, and our$6#1$ Courts at thy command.  
004:07;G2r[A  ]| I humbly thanke your grace:  then fetch some 
004:07;G2r[A  ]| Beere.  
004:07;G2r[T  ]| Aye mary, there spake a Doctor indeed, and 'faith I will$1$
004:07;G2r[T  ]| drinke a health to$4$ thy woodden leg for$4$ that$6#2$ word.  
004:07;G2r[A  ]| My woodden leg?  what dost thou meane by$4$ that$6#2$?  
004:07;G2r[WP ]| Ha, ha, ha, dost hear him Dick, he has forgot his 
004:07;G2r[WP ]| legge.  
004:07;G2r[T  ]| Aye, aye.  he does not stand much upon$4$ that$6#2$.  
004:07;G2r[A  ]| No$7$ faith, not much upon$4$ a woodden leg.  
004:07;G2r[WP ]| Good Lord, that$3$ flesh and bloud should be so$5#1$ fraile 
004:07;G2r[WP ]| with your Worship:  Do not you remember a Horse-courser 
004:07;G2r[WP ]| you sold a horse to$5$?  
004:07;G2r[A  ]| Yes, I remember I sold one a horse.  
004:07;G2r[WP ]| And do you remember you bid he should not ride 
004:07;G2r[WP ]| into the water?  
004:07;G2r[A  ]| Yes, I do verie well remember that$6#2$.  
004:07;G2r[WP ]| And do you remember nothing of your leg?  
004:07;G2r[A  ]| No$7$ in$4$ good sooth.  
004:07;G2r[WP ]| Then I pray remember your curtesie.  
004:07;G2r[A  ]| I thank you sir.  
004:07;G2r[WP ]| It is not so$5#1$ much worth; I pray you tell me one thing.  
004:07;G2r[A  ]| What is that$6#2$?  
004:07;G2r[WP ]| Be both your legs bedfellowes <reg orig="euery">every</reg> night together?  
004:07;G2r[A  ]| Wouldst thou make a Colossus of me, that$3$ thou askest 
004:07;G2r[A  ]| me such questions?  
004:07;G2r[WP ]| No$7$ truelie sir, I would make nothing of you, but 
004:07;G2r[WP ]| I would faine know that$6#2$.  
004:07;G2r['  ]| Enter hostesse with drinke. 
004:07;G2r[A  ]| Then I assure thee certainelie they are.  
004:07;G2v[WP ]| I thanke you, I am fully satisfied.  
004:07;G2v[A  ]| But wherefore dost thou aske?  
004:07;G2v[WP ]| For$4$ nothing sir:  but methinks you should have a 
004:07;G2v[WP ]| wooden bedfellow of one of them.  
004:07;G2v[T  ]| Why do you hear sir, did not I pull off one of your 
004:07;G2v[T  ]| legs when you were asleepe?  
004:07;G2v[A  ]| But I have it again now I am awake:  look you 
004:07;G2v[A  ]| here sir.  
004:07;G2v[X  ]| O horrible, had the Doctor three legs?  
004:07;G2v[WP ]| Do you remember sir, how you cosened me and eat 
004:07;G2v[WP ]| up$5$ my load of ~~  
004:07;G2v['  ]| Faustus charmes him dumb. 
004:07;G2v[M  ]| Do you remember how you made me weare an 
004:07;G2v[M  ]| Apes ~~  
004:07;G2v[T  ]| You whorson coniuring scab, do you remember, how 
004:07;G2v[T  ]| you cosened me with a ho ~~ 
004:07;G2v[G  ]| Have you forgotten me?  you think to$9$ carry it away 
004:07;G2v[G  ]| with your Hey-passe, and Re-passe:  do you remember the 
004:07;G2v[G  ]| dogs fa ~~ 
004:07;G2v['  ]| Exeunt Clownes. 
004:07;G2v[VA ]| Who$6#2$ payes for$4$ the Ale?  hear you Maister Doctor, 
004:07;G2v[VA ]| now you have sent away my guesse, I pray who$6#2$ shall pay 
004:07;G2v[VA ]| me for$4$ my A ~~ ?  
004:07;G2v['  ]| Exit Hostesse. 
004:07;G2v[S  ]| My Lord, 
004:07;G2v[S  ]| We$6#2$ are much beholding to$4$ this learned man.  
004:07;G2v[Y  ]| So$5#2$ are we$6#2$ Madam, which$6#1$ we$6#2$ will$1$ recompence 
004:07;G2v[Y  ]| With all the love and kindnesse that$6#1$ we$6#2$ may.  
004:07;G2v[Y  ]| His Artfull sport, driues all sad thoughts away.  
004:07;G2v['  ]| Exeunt. 
005:01;G2v['  ]| Thunder and lightning:  Enter deuils with couer'd 
005:01;G2v['  ]| dishes; Mephostophilis leades them into 
005:01;G2v['  ]| Faustus Study:  Then enter 
005:01;G2v['  ]| Wagner. 
005:01;G2v[B  ]| I think my Maister means to$9$ die shortly, he hath made 
005:01;G2v[B  ]| his will$0$, and giuen me his wealth, his house, his goods, and store of 
005:01;G3r[B  ]| golden plate; besides two thousand duckets ready coin'd:  I 
005:01;G3r[B  ]| wonder what he meanes, if death were nie, he would not frolick 
005:01;G3r[B  ]| thus:  he is now at supper with the schollers, where there is 
005:01;G3r[B  ]| such belly-cheere, as Wagner in$4$ life <reg orig="nere">never</reg> saw the like$2$:  and 
005:01;G3r[B  ]| see where they come, belike the feast is done.  
005:01;G3r['  ]| Exit. 
005:01;G3r['  ]| Enter Faustus, Mephostophilis, and two or three 
005:01;G3r['  ]| Schollers. 
005:01;G3r[I  ]| M% Doctor Faustus, since our$6#2$ conference about 
005:01;G3r[I  ]| fair Ladies, which$6#1$ was the beautifullest in$4$ all the world, we$6#2$ 
005:01;G3r[I  ]| have determin'd with ourselves, that$3$ Helen of Greece was 
005:01;G3r[I  ]| the admirablest Lady that$6#1$ <reg orig="euer">ever</reg> liu'd:  therefore M% Doctor, if 
005:01;G3r[I  ]| you will$1$ do us$6#2$ so$5#1$ much fauour, 
100:04;A2V[U  ]| as to$9$ let us$6#2$ see the peerelesse 
005:01;G3r[I  ]| dame of Greece, whom all the world admires for$4$ Maiesty, we$6#2$ 
005:01;G3r[I  ]| should think ourselves much beholding unto you.  
005:01;G3r[A  ]| Gentlemen, for$3$ that$3$ I know your friendship is vnfain'd, 
005:01;G3r[A  ]| It is not Faustus custome to$9$ deny 
005:01;G3r[A  ]| The iust request of those that$6#1$ wish him well:  
005:01;G3r[A  ]| You shall behold that$6#2$ peerelesse dame of Greece, 
005:01;G3r[A  ]| No$2$ otherwise for$4$ pompe or Maiesty, 
005:01;G3r[A  ]| Than when sir Paris crost the seas with her$6$, 
005:01;G3r[A  ]| And brought the spoyles to$4$ rich Dardania:  
005:01;G3r[A  ]| Be silent then, for$3$ danger is in$4$ words.  
005:01;G3r['  ]| Musicke sound, Mephosto brings in$4$ Hellen, she passeth 
005:01;G3r['  ]| over the stage. 
005:01;G3r[J  ]| Was this fair Hellen, whose admired worth 
005:01;G3r[J  ]| Made Greece with ten yeares warres afflict poore Troy?  
005:01;G3r[WS ]| Too simple is my wit to$9$ tell her$2$ worth, 
005:01;G3r[WS ]| Whom all the world admires for$4$ maiesty.  
005:01;G3r[I  ]| Now we$6#2$ have seene the pride of Natures worke, 
005:01;G3r[I  ]| We$6#2$ will$1$ take our$6#2$ leaues, and for$4$ this blessed sight 
005:01;G3r[I  ]| Happy and blest be Faustus euermore.  
005:01;G3r['  ]| Exeunt Schollers. 
005:01;G3r[A  ]| Gentlemen farewell:  the same wish I to$4$ you.  
005:01;G3v['  ]| Enter an old Man. 
005:01;G3v[Z  ]| O gentle Faustus leaue this damned Art&H0;, 
005:01;G3v[Z  ]| This Magicke, that$6#1$ will$1$ charme thy soule to$4$ hell, 
005:01;G3v[Z  ]| And quite bereaue thee of saluation.  
005:01;G3v[Z  ]| Though thou hast now offended like$4$ a man, 
005:01;G3v[Z  ]| Do not perseuer in$4$ it like$4$ a Diuell; 
005:01;G3v[Z  ]| Yet, yet, thou hast an amiable soule, 
005:01;G3v[Z  ]| If sin by$4$ custome grow not into nature:  
005:01;G3v[Z  ]| Then Faustus, will$1$ repentance come too late, 
005:01;G3v[Z  ]| Then thou art banisht from the sight of heauen; 
005:01;G3v[Z  ]| No$2$ mortall can expresse the paines of hell.  
005:01;G3v[Z  ]| It may be this my exhortation 
005:01;G3v[Z  ]| Seemes harsh, and all vnpleasant; let it not, 
005:01;G3v[Z  ]| For$3$ gentle sonne, I speak it not in$4$ wrath, 
005:01;G3v[Z  ]| Or enuy of thee, but in$4$ tender love, 
005:01;G3v[Z  ]| And pitty of thy future miserie.  
005:01;G3v[Z  ]| And so$5#2$ have hope, that$3$ this my kinde rebuke, 
005:01;G3v[Z  ]| Checking thy body, may amend thy soule.  
005:01;G3v[A  ]| Where art thou Faustus?  wretch, what hast thou done?  
005:01;G3v[A  ]| Hell claimes his right, and with a roaring voice, 
005:01;G3v['  ]| Meph% giues him a dagger. 
005:01;G3v[A  ]| Saies Faustus come, thine houre is almost come, 
005:01;G3v[A  ]| And Faustus now will$1$ come to$9$ do thee right.  
005:01;G3v[Z  ]| O stay good Faustus, stay thy desperate steps.  
005:01;G3v[Z  ]| I see an Angell houer <reg orig="ore">over</reg> thy head, 
005:01;G3v[Z  ]| And with a vyoll full of pretious grace, 
005:01;G3v[Z  ]| Offers to$9$ poure the same into thy soule, 
005:01;G3v[Z  ]| Then call for$4$ mercy, and auoyd despaire.  
005:01;G3v[A  ]| O friend, I feele thy words to$9$ comfort my distressed soule, 
005:01;G3v[A  ]| Leaue me a while, to$9$ ponder on$4$ my sinnes.  
005:01;G3v[Z  ]| Faustus I leaue thee, but with griefe of heart, 
005:01;G3v[Z  ]| Fearing the enemy of thy haplesse soule.  
005:01;G3v['  ]| Exit. 
005:01;G3v[A  ]| Accursed Faustus, wretch what hast thou done?  
005:01;G3v[A  ]| I do repent, and yet I do despaire, 
005:01;G3v[A  ]| Hell striues with grace for$4$ conquest in$4$ my breast:  
005:01;G3v[A  ]| What shall I do to$9$ shun the snares of death?  
005:01;G3v[F  ]| Thou traytor Faustus, I arrest thy soule, 
005:01;G3v[F  ]| For$4$ disobedience to$4$ my soueraigne lord, 
005:01;G4r[F  ]| Reuolt, or I will$1$ in$4$ peece-meale teare thy flesh.  
005:01;G4r[A  ]| I do repent I ere offended him, 
005:01;G4r[A  ]| Sweet Mephasto: intreat thy Lord 
005:01;G4r[A  ]| To$9$ pardon my vniust presumption, 
005:01;G4r[A  ]| And with my bloud again I will$1$ confirme 
005:01;G4r[A  ]| The former vow I made to$4$ Lucifer.  
005:01;G4r[A  ]| Do it then Faustus, with vnfained heart, 
005:01;G4r[A  ]| Lest greater dangers do attend thy drift.  
005:01;G4r[A  ]| Torment sweet friend, that$6#2$ base and aged man, 
005:01;G4r[A  ]| That$6#1$ durst disswade me from thy Lucifer.  
005:01;G4r[A  ]| With greatest torment that$6#1$ our$6#2$ hell affoords.  
005:01;G4r[F  ]| His faith is great, I cannot touch his soule; 
005:01;G4r[F  ]| But what I may afflict his body with, 
005:01;G4r[F  ]| I will$1$ attempt, which$6#1$ is but little worth.  
005:01;G4r[A  ]| One thing good seruant let me craue of thee, 
005:01;G4r[A  ]| To$9$ glut the longing of my hearts desire, 
005:01;G4r[A  ]| That$3$ I may have unto my paramour, 
005:01;G4r[A  ]| That$6#2$ heauenly Hellen, which$6#1$ I saw of late, 
005:01;G4r[A  ]| Whose sweet embraces may extinguish cleare, 
005:01;G4r[A  ]| Those thoughts that$6#1$ do disswade me from my vow, 
005:01;G4r[A  ]| And keepe my vow I made to$4$ Lucifer.  
005:01;G4r[F  ]| This, or what else my Faustus shall desire, 
005:01;G4r[F  ]| Shall be perform'd in$4$ twinkling of an eye.  
005:01;G4r['  ]| Enter Hellen again, passing over <reg orig="betweene">between</reg> 
005:01;G4r['  ]| two Cupids. 
005:01;G4r[A  ]| Was this the face that$6#1$ Launcht a thousand ships, 
005:01;G4r[A  ]| And burnt the toplesse Towers of Ilium?  
005:01;G4r[A  ]| Sweet Hellen make me immortall with a kisse:  
005:01;G4r[A  ]| Her$2$ lips sucke forth my soule, see where it flies.  
005:01;G4r[A  ]| Come Hellen, come, give me my soule again, 
005:01;G4r[A  ]| Here will$1$ I dwell, for$3$ heauen is in$4$ these lippes, 
005:01;G4r[A  ]| And all is drosse that$6#1$ is not Helena.  
005:01;G4r[A  ]| I will$1$ be Paris, and for$4$ love of thee, 
005:01;G4r[A  ]| In*stead of Troy shall Wittenberg be sack't, 
005:01;G4r[A  ]| And I will$1$ combat with weake Menelaus, 
005:01;G4r[A  ]| And weare thy colours on$4$ my plumed crest.  
005:01;G4v[A  ]| Yea, I will$1$ wound Achilles in$4$ the heele, 
005:01;G4v[A  ]| And then returne to$4$ Hellen for$4$ a kisse.  
005:01;G4v[A  ]| O thou art fairer than the euenings aire, 
005:01;G4v[A  ]| Clad in$4$ the beauty of a thousand starres:  
005:01;G4v[A  ]| Brighter art thou than flaming Iupiter, 
005:01;G4v[A  ]| When he appear'd to$4$ haplesse Semele:  
005:01;G4v[A  ]| More louely than the Monarch of the sky, 
005:01;G4v[A  ]| In$4$ wanton Arethusa's azure armes, 
005:01;G4v[A  ]| And none but thou shalt be my Paramour.  
005:01;G4v['  ]| Exeunt. 
005:02;G4v['  ]| Thunder.  Enter Lucifer, Belzebub, and Mephostophilis. 
005:02;G4v[K  ]| Thus from infernall Dis do we$6#1$ ascend 
005:02;G4v[K  ]| To$9$ view the subiects of our$6#1$ Monarchy, 
005:02;G4v[K  ]| Those soules which$6#1$ sinne, seales the blacke sonnes of hell, 
005:02;G4v[K  ]| <reg orig="'Mong">Among</reg> which$6#1$ as chiefe, Faustus we$6#1$ come to$4$ thee, 
005:02;G4v[K  ]| Bringing with us$6#1$ lasting damnation, 
005:02;G4v[K  ]| To$9$ wait upon$4$ thy soule; the time is come 
005:02;G4v[K  ]| Which$6#1$ makes it forfeit.  
005:02;G4v[F  ]| And this gloomy night, 
005:02;G4v[F  ]| Here in$4$ this roome will$1$ wretched Faustus be.  
005:02;G4v[L  ]| And here we$6#2$ will$1$ stay, 
005:02;G4v[L  ]| To$9$ marke him how he doth demeane himself.  
005:02;G4v[F  ]| How should he, but in$4$ desperate lunacie.  
005:02;G4v[F  ]| Fond worldling, now his heart bloud dries with griefe; 
005:02;G4v[F  ]| His conscience kils it, and his labouring braine, 
005:02;G4v[F  ]| Begets a world of idle fantasies, 
005:02;G4v[F  ]| To$9$ ouer-reach the Diuell; but all in$4$ vaine, 
005:02;G4v[F  ]| His store of pleasures must be sauc'd with paine.  
005:02;G4v[F  ]| He and his seruant Wagner are at hand, 
005:02;G4v[F  ]| Both come from drawing Faustus latest will$0$.  
005:02;G4v[F  ]| See where they come.  
005:02;G4v['  ]| Enter Faustus and Wagner. 
005:02;G4v[A  ]| Say Wagner, thou hast perus'd my will$0$, 
005:02;G4v[A  ]| How dost thou like$1$ it?  
005:02;G4v[B  ]| Sir, so$5#1$ wondrous well, 
005:02;283[B  ]| As in$4$ all humble dutie, I do yeeld 
005:02;283[B  ]| My life and lasting seruice for$4$ your love.  
005:02;283['  ]| Enter the scholers. 
005:02;H1r[A  ]| Gramercies Wagner.  Welcome gentlemen.  
005:02;H1r[I  ]| Now worthy Faustus:  methinks your looks are chang'd.  
005:02;H1r[A  ]| O gentlemen.  
005:02;H1r[J  ]| What ailes Faustus?  
005:02;H1r[A  ]| Ah my sweet chamber-fellow, had I liu'd with thee, 
005:02;H1r[A  ]| Then had I liued still, but now must dye eternally.  
005:02;H1r[A  ]| Look sirs, comes he not, comes he not?  
005:02;H1r[I  ]| O my deere Faustus what imports this feare?  
005:02;H1r[J  ]| Is all our$6#2$ pleasure turn'd to$4$ melancholy?  
005:02;H1r[WQ ]| He is not well with being ouer*solitarie.  
005:02;H1r[J  ]| If it be so$5#2$, we$6#2$ will$1$ have Physitians, and Faustus shall be 
005:02;H1r[J  ]| cur'd.  
005:02;H1r[WQ ]| It is but a surfet sir, feare nothing.  
005:02;H1r[A  ]| A surfet of deadly sin, that$6#1$ hath damn'd both body 
005:02;H1r[A  ]| and soule.  
005:02;H1r[J  ]| Yet Faustus look up$5$ to$4$ heauen, and remember mercy is 
005:02;H1r[J  ]| infinite.  
005:02;H1r[A  ]| But Faustus offence can <reg orig="nere">never</reg> be pardoned, 
005:02;H1r[A  ]| The serpent that$6#1$ tempted Eue may be saued, 
005:02;H1r[A  ]| But not Faustus.  O gentlemen, hear with patience and tremble 
005:02;H1r[A  ]| not at my speeches, though my heart pant and quiuer to$9$ remember 
005:02;H1r[A  ]| that$3$ I have been a student here these 30 yeares.  O 
